securLayer,HEXinURL,IPinURL,hostLength,URLlength,pathLength,dashInHOST,dotInHOST,dotInPATH,slashInURL,DigitInHOST,NumOfCertainKeyword,numOfSpecialCharacters,AtInURL,underscoreInHOST,underscoreInPATH,PresenceOfWWW,portRedirect,numOfHexWithePersent,NumberOfForms,numGet,numpost,numberOfOuterSRCinScript,numberOfScript,NumberOfIframe,NumberOfApplet,NumberOfEmbed,NumberOfFrame,NumberOflink,NumberOfNonlink,NumberOfFsubmint,NumberOfInputEmail,NumberOfInputpassword,NumberOfFbutton,alexa,age,target label
1,1,0,25,228,195,0,2,1,6,0,8,8,0,0,1,1,0,0,6,0,6,2,3,0,0,0,0,13,0,6,0,6,0,-1,0.2,1
0,0,0,18,121,96,0,1,3,15,0,4,1,0,0,2,0,0,0,1,0,1,19,20,0,0,0,0,6,1,2,0,1,0,-1,0.2,1
0,0,0,18,109,84,0,1,2,15,0,2,1,0,0,1,0,0,0,0,0,0,17,18,0,0,0,0,7,1,0,0,0,0,-1,0.2,1
0,0,0,22,125,96,0,2,3,15,0,4,1,0,0,2,1,0,0,1,0,1,19,20,0,0,0,0,6,1,2,0,1,0,-1,0.2,1
0,0,0,22,110,81,0,2,2,14,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.2,1
0,1,0,22,143,114,0,2,2,15,0,2,1,0,0,1,1,0,0,0,0,0,17,18,0,0,0,0,7,1,0,0,0,0,-1,0.2,1
0,0,0,19,32,6,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,-1,0.2,1
0,0,0,77,114,30,26,4,1,3,0,8,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,0,1,0,1,0,-1,0.2,1
0,1,0,18,151,126,0,1,3,15,0,4,1,0,0,2,0,0,0,1,0,1,19,20,0,0,0,0,6,1,2,0,1,0,-1,0.2,1
0,0,0,18,119,94,0,1,3,15,0,4,1,0,0,1,0,0,0,0,0,0,17,18,0,0,0,0,7,1,0,0,0,0,-1,0.2,1
0,0,0,8,57,42,2,1,3,4,0,1,0,0,0,0,0,0,0,3,2,1,20,24,1,0,0,0,50,0,2,0,0,0,-1,0.2,1
0,0,0,24,32,1,0,2,0,3,0,2,0,0,0,0,1,0,0,3,3,0,15,20,2,0,0,0,45,0,1,0,0,0,11586345,0.11,1
0,0,0,18,26,1,0,2,0,3,0,0,0,0,0,0,1,0,0,1,0,1,21,28,0,0,0,0,140,1,1,0,0,0,11586020,0.11,1
1,0,0,16,87,63,0,2,0,3,0,2,0,0,0,0,1,0,0,2,1,1,1,25,4,0,0,0,198,0,1,1,0,0,1121197,0.11,1
1,0,0,19,50,23,0,2,1,5,1,1,0,0,0,1,1,0,0,1,1,0,3,9,1,0,0,0,31,0,0,0,0,0,363818,0.11,1
0,0,0,21,35,7,0,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,-1,0.11,1
0,0,0,20,225,198,0,2,1,6,0,2,5,0,0,0,1,0,0,1,0,1,7,13,3,0,0,0,1,0,1,0,1,0,-1,0.11,1
0,0,0,15,75,53,1,1,1,4,0,10,2,0,0,2,0,0,0,1,0,1,1,2,1,0,0,0,7,0,0,0,0,0,-1,0.11,1
0,0,0,17,40,16,1,1,2,4,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,3,0,1,1,1,0,-1,0.11,1
0,0,0,21,44,16,1,2,2,4,0,1,0,0,0,0,1,0,0,1,0,1,4,5,0,0,0,0,3,0,1,1,1,0,-1,0.11,1
0,0,0,26,34,1,0,1,0,3,0,3,0,0,0,0,0,0,0,1,0,1,18,22,0,0,0,0,25,0,1,1,0,0,-1,0.11,1
0,0,0,20,270,243,0,2,1,6,0,2,5,0,0,0,1,0,0,1,0,1,8,14,3,0,0,0,1,0,1,0,1,0,-1,0.11,1
0,0,0,20,266,239,0,2,1,6,0,2,4,0,0,0,1,0,0,1,0,1,8,14,3,0,0,0,1,0,1,0,1,0,-1,0.11,1
0,0,0,20,286,259,0,2,1,7,0,2,5,0,0,0,1,0,0,1,0,1,9,15,3,0,0,0,1,0,1,0,1,0,-1,0.11,1
0,0,0,20,282,255,0,2,1,7,0,2,4,0,0,0,1,0,0,1,0,1,9,15,3,0,0,0,1,0,1,0,1,0,-1,0.11,1
0,1,0,18,87,62,0,2,1,7,0,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,-1,0.11,1
0,1,0,14,83,62,0,1,1,7,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,-1,0.11,1
0,0,0,19,41,15,0,1,0,5,0,0,0,0,0,0,0,0,0,2,0,2,3,11,1,0,0,0,10,0,0,0,1,0,-1,0.11,1
0,0,0,19,50,24,0,1,1,5,0,2,0,0,0,0,0,0,0,2,0,2,3,11,1,0,0,0,10,0,0,0,1,0,-1,0.11,1
0,0,0,19,71,45,0,1,2,5,0,5,2,1,0,0,0,0,0,2,0,2,3,11,1,0,0,0,10,0,0,0,1,0,-1,0.11,1
0,0,0,20,260,233,0,2,1,7,0,2,5,0,0,0,1,0,0,1,0,1,9,15,3,0,0,0,1,0,1,0,1,0,-1,0.11,1
0,0,0,15,29,7,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,1,2,10,1,0,0,0,228,0,1,0,1,0,-1,0.11,1
1,0,0,23,32,1,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,1,9,12,0,0,0,0,9,0,1,1,0,0,-1,0.11,1
0,0,0,17,46,22,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,-1,0.11,1
0,0,0,23,111,81,0,2,0,3,1,1,2,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,-1,0.11,1
0,0,0,20,42,15,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,3,6,1,1,1,0,-1,0.11,1
0,1,0,15,104,82,1,1,0,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,1,0,-1,0.11,1
0,0,0,16,32,9,0,2,0,4,0,2,0,0,0,0,1,0,0,1,0,1,1,4,0,0,0,0,1,0,0,0,1,0,-1,0.11,1
0,0,0,19,54,28,1,2,1,4,0,6,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,0,5,0,0,0,0,0,-1,0.11,1
0,0,0,19,53,27,1,2,1,4,0,6,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,0,3,0,0,0,0,0,-1,0.11,1
0,0,0,19,146,120,1,2,1,4,0,16,13,0,0,4,1,0,0,1,0,1,1,2,1,0,0,0,3,0,0,0,0,0,-1,0.11,1
0,0,0,19,70,44,1,2,1,4,0,6,3,0,0,1,1,0,0,1,0,1,1,2,1,0,0,0,3,0,0,0,0,0,-1,0.11,1
0,0,0,15,42,20,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,3,8,1,0,0,0,19,1,0,0,0,0,-1,0.11,1
1,0,0,20,29,1,0,1,0,3,0,0,0,0,0,0,0,0,0,2,1,1,28,29,0,0,0,0,79,6,0,1,0,0,-1,0.11,1
0,0,0,12,87,68,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.11,1
0,0,0,19,98,72,1,2,1,4,0,10,6,0,0,2,1,0,0,1,0,1,1,2,1,0,0,0,3,0,0,0,0,0,-1,0.11,1
0,0,0,19,40,14,0,1,0,5,0,1,0,0,0,0,0,0,0,5,0,5,3,4,0,0,0,0,8,0,4,2,5,0,-1,0.11,1
0,0,0,19,49,23,0,1,1,5,0,3,0,0,0,0,0,0,0,5,0,5,3,4,0,0,0,0,8,0,4,2,5,0,-1,0.11,1
0,0,0,16,37,14,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,-1,0.11,1
0,1,0,16,75,52,0,3,0,7,0,0,0,0,0,0,1,0,0,1,0,1,1,8,0,0,0,0,0,0,0,0,1,0,-1,0.11,1
0,0,0,15,131,109,1,1,1,4,0,16,11,0,0,4,0,0,0,1,0,1,1,2,1,0,0,0,7,0,0,0,0,0,-1,0.11,1
0,0,0,15,130,108,1,1,1,4,0,16,11,0,0,4,0,0,0,1,0,1,1,2,1,0,0,0,5,0,0,0,0,0,-1,0.11,1
0,0,0,18,37,12,0,1,1,3,0,3,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,2,0,2,1,1,0,-1,0.11,1
0,0,0,20,256,229,0,2,1,6,0,2,4,0,0,0,1,0,0,1,0,1,6,12,2,0,0,0,1,0,1,0,1,0,-1,0.11,1
0,0,0,20,260,233,0,2,1,6,0,2,5,0,0,0,1,0,0,1,0,1,6,12,2,0,0,0,1,0,1,0,1,0,-1,0.11,1
0,0,0,15,49,27,1,1,1,4,0,6,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,3,0,0,0,0,0,-1,0.11,1
0,0,0,15,50,28,1,1,1,4,0,6,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,5,0,0,0,0,0,-1,0.11,1
0,1,0,15,83,61,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,-1,0.11,1
0,0,0,9,17,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,19545362,0.1,1
1,0,0,15,59,36,0,1,0,4,0,4,0,0,0,0,0,0,0,1,1,0,9,14,1,0,0,0,22,0,1,0,0,0,18274621,0.1,1
0,0,0,13,36,16,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17908259,0.1,1
1,0,0,23,52,21,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,1,45,61,3,0,0,0,76,0,1,1,0,0,4570262,0.1,1
0,0,0,16,45,22,0,1,0,4,0,2,0,0,0,0,0,0,0,1,1,0,6,7,1,0,0,0,0,0,0,0,0,0,3944371,0.1,1
0,0,0,49,57,1,0,2,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2959470,0.1,1
1,0,0,8,39,23,0,1,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2203710,0.1,1
1,0,0,8,42,26,0,1,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2203710,0.1,1
1,0,0,23,44,13,0,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,52,0,0,0,0,0,1501267,0.1,1
1,0,0,15,84,61,1,1,1,3,0,3,8,0,0,1,0,0,0,2,2,0,23,34,1,0,0,0,18,0,0,2,0,0,1261960,0.1,1
0,0,0,18,26,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,9,12,1,0,0,0,3,3,0,0,0,0,1227871,0.1,1
0,0,0,17,35,11,0,2,0,3,0,2,2,0,0,0,1,0,0,0,0,0,19,27,7,0,0,0,19,0,0,0,0,0,255367,0.1,1
0,0,0,10,42,25,0,1,1,4,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18546,0.1,1
0,0,0,10,44,27,0,1,1,7,0,1,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,5644,0.1,1
0,0,0,10,24,7,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,11,3,0,0,0,3,3,0,0,0,0,4843,0.1,1
1,0,0,10,30,12,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,5,0,0,0,0,0,1501,0.1,1
0,0,0,27,43,9,2,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,20,0,0,0,0,0,-1,0.1,1
0,0,0,10,27,10,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,-1,0.1,1
0,0,0,36,44,1,1,3,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.1,1
0,0,0,38,46,1,1,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.1,1
0,0,0,38,46,1,1,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.1,1
0,0,0,38,46,1,1,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.1,1
0,0,0,14,22,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.1,1
0,0,0,22,30,1,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,5,1,0,0,0,0,-1,0.1,1
0,0,0,19,57,31,0,2,1,7,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,10,0,3,2,3,0,-1,0.1,1
0,0,0,23,61,31,0,3,1,7,0,3,0,0,0,0,1,0,0,3,0,3,0,3,0,0,0,0,10,0,3,2,3,0,-1,0.1,1
0,0,0,26,34,1,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.1,1
0,1,0,18,65,40,0,2,0,4,0,1,2,0,0,0,1,0,2,2,2,0,4,9,1,0,0,0,10,0,1,0,0,0,-1,0.1,1
0,1,0,17,62,38,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,3,6,1,1,1,0,-1,0.1,1
1,0,0,15,44,21,0,1,1,6,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,2,0,1,0,1,0,-1,0.1,1
0,0,0,15,23,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.1,1
1,0,0,18,38,12,1,2,0,4,0,3,0,0,0,0,1,0,0,0,0,0,10,22,7,0,0,0,25,0,0,0,0,0,-1,0.1,1
0,0,0,22,30,1,1,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.1,1
0,0,0,20,45,18,1,2,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.1,1
1,0,0,28,52,16,0,2,0,5,0,0,0,0,0,0,1,0,0,1,0,1,4,5,0,0,0,0,3,7,1,1,1,0,-1,0.1,1
0,0,0,16,40,17,1,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0.1,1
0,0,0,17,32,8,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,3,6,1,1,1,0,-1,0.1,1
0,0,0,19,40,14,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,7,11,3,0,0,0,13,0,0,0,0,0,-1,0.1,1
0,0,0,12,29,10,0,1,0,4,0,1,0,0,0,0,0,0,0,1,0,1,6,9,5,0,1,0,2,0,1,0,1,0,-1,0.1,1
0,0,0,15,32,10,0,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.1,1
0,0,0,12,39,20,0,1,1,4,0,2,0,0,0,0,0,0,0,1,0,1,8,30,1,0,0,0,13,0,0,0,1,0,-1,0.1,1
0,1,0,34,116,75,1,2,0,10,0,2,1,0,0,1,0,0,0,0,0,0,17,18,0,0,0,0,7,1,0,0,0,0,-1,0.1,1
0,1,0,34,128,87,1,2,1,10,0,4,1,0,0,2,0,0,0,1,0,1,19,20,0,0,0,0,6,1,2,0,1,0,-1,0.1,1
0,0,0,18,26,1,1,1,0,3,4,0,0,0,0,0,0,0,0,2,1,1,4,6,2,0,0,0,3,0,0,0,0,0,-1,0.1,1
0,0,0,16,35,12,0,2,1,4,0,1,0,0,0,0,1,0,0,1,0,1,4,8,0,0,0,0,0,0,1,0,0,0,-1,0.1,1
0,0,0,21,99,71,0,2,1,9,0,1,0,0,0,0,1,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,-1,0.1,1
0,0,0,22,51,22,0,1,0,6,0,2,0,0,0,0,0,0,0,7,0,7,0,3,1,0,1,0,15,0,7,0,7,0,-1,0.1,1
0,0,0,17,95,71,0,1,1,9,0,1,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,-1,0.1,1
0,0,0,19,62,36,0,3,1,6,4,2,2,0,0,1,0,0,1,1,0,1,4,4,0,0,0,0,0,1,1,0,1,0,19858238,0,1
0,0,0,19,61,35,0,3,1,6,4,2,1,0,0,1,0,0,1,1,0,1,4,4,0,0,0,0,0,1,1,0,1,0,19858238,0,1
0,0,0,13,27,7,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19816185,0,1
0,1,0,21,85,57,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19286446,0,1
0,0,0,32,40,1,0,4,0,3,0,0,0,0,0,0,0,0,0,4,3,1,8,16,0,0,0,0,157,0,1,0,1,0,18954736,0,1
0,0,0,18,60,35,0,1,1,6,0,5,0,0,0,0,0,0,0,1,0,1,6,27,1,0,0,0,13,0,0,0,1,0,18424103,0,1
0,0,0,23,76,46,0,3,1,7,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,18188095,0,1
0,0,0,14,24,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,27,3,0,0,0,23,0,0,0,0,0,18053794,0,1
0,0,0,15,55,33,0,2,1,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17714232,0,1
0,0,0,6,27,14,0,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,7,11,2,0,0,0,6,0,0,0,0,0,17529926,0,1
0,1,0,11,101,83,0,1,1,5,0,2,2,0,0,2,0,0,0,0,0,0,17,25,6,0,0,0,31,0,0,0,0,0,17012531,0,1
0,0,0,11,60,42,0,1,0,4,0,4,6,0,0,1,0,0,0,0,0,0,11,16,2,0,0,0,25,0,0,0,0,0,17012531,0,1
0,0,0,15,64,42,0,2,0,4,0,4,6,0,0,1,1,0,0,0,0,0,11,16,3,0,0,0,25,0,0,0,0,0,17012531,0,1
0,0,0,14,68,47,0,2,2,5,0,5,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,6,0,1,1,1,0,16731267,0,1
0,0,0,17,39,15,0,2,0,6,0,0,0,0,0,0,1,0,0,1,0,1,4,5,0,0,0,0,3,6,1,1,1,0,16697425,0,1
0,0,0,13,35,15,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,3,6,1,1,1,0,16692533,0,1
0,0,0,14,39,18,0,2,0,5,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,5,1,0,1,1,0,16218869,0,1
0,0,0,15,32,10,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,167,15,0,0,0,0,15981505,0,1
1,0,0,15,66,43,0,2,1,9,0,4,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,15620077,0,1
0,0,0,23,71,41,0,2,1,6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2,0,15471261,0,1
0,0,0,11,19,1,0,2,0,3,0,0,0,0,0,0,1,0,0,3,2,1,31,40,0,0,0,0,132,1,0,0,0,0,15405699,0,1
0,0,0,14,51,30,0,2,1,5,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,3,6,1,1,1,0,14895113,0,1
0,0,0,15,47,25,0,2,0,7,0,2,0,0,0,0,0,0,0,5,0,5,3,4,0,0,0,0,8,0,4,2,5,0,14872155,0,1
0,0,0,13,54,34,0,1,2,6,0,2,0,0,0,0,0,0,0,1,0,1,3,5,0,0,0,0,5,1,0,0,1,0,14649296,0,1
0,0,0,13,80,60,0,1,3,6,0,4,2,1,0,0,0,0,0,1,0,1,3,5,0,0,0,0,5,1,0,0,1,0,14640522,0,1
1,0,0,9,35,18,0,1,1,5,0,1,0,0,0,0,0,0,0,1,0,1,1,6,2,0,0,0,228,0,0,0,0,0,14219755,0,1
0,0,0,58,66,1,0,4,0,3,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,14214877,0,1
0,1,0,18,120,95,0,1,2,7,0,6,2,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,13950101,0,1
0,0,0,27,68,34,0,3,2,7,0,1,0,0,0,0,1,0,0,3,2,1,0,2,0,0,0,0,2,1,1,0,1,0,13891079,0,1
0,0,0,23,64,34,0,2,2,7,0,1,0,0,0,0,0,0,0,3,2,1,0,2,0,0,0,0,2,1,1,0,1,0,13891079,0,1
0,0,0,16,33,10,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,13780882,0,1
0,0,0,20,37,10,0,2,0,5,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,13780882,0,1
0,0,1,16,74,51,0,2,5,6,0,2,0,0,0,0,1,0,0,1,0,1,21,24,1,0,0,0,13,0,3,0,1,0,13733914,0,1
0,0,0,29,74,38,0,3,3,7,0,5,0,0,0,0,1,0,0,1,0,1,12,15,1,0,0,0,68,0,1,0,0,0,13690871,0,1
0,0,0,29,83,47,0,3,4,7,0,5,2,0,0,0,1,0,0,1,0,1,12,15,1,0,0,0,68,0,1,0,0,0,13690871,0,1
0,0,0,25,61,29,0,2,2,6,0,4,0,0,0,0,0,0,0,1,0,1,12,15,1,0,0,0,68,0,1,0,0,0,13690871,0,1
0,0,0,29,65,29,0,3,2,6,0,4,0,0,0,0,1,0,0,1,0,1,12,15,1,0,0,0,68,0,1,0,0,0,13690871,0,1
0,1,0,13,82,62,0,2,0,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13684623,0,1
0,0,0,17,25,1,0,3,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13684623,0,1
0,1,0,17,92,68,0,3,0,8,2,3,0,0,0,0,1,0,0,1,0,1,4,5,0,0,0,0,3,6,1,1,1,0,13684623,0,1
0,1,0,17,86,62,0,3,0,7,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13684623,0,1
0,1,0,13,88,68,0,2,0,8,2,3,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,3,6,1,1,1,0,13684623,0,1
0,0,0,14,54,33,0,2,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13673409,0,1
0,0,0,24,46,15,0,2,0,5,0,1,0,0,0,0,0,0,0,1,0,1,22,27,4,0,0,0,74,0,0,0,2,0,13522291,0,1
0,0,0,16,46,23,0,2,1,4,0,2,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,13044823,0,1
0,0,0,22,30,1,1,2,0,3,0,0,0,0,0,0,1,0,0,1,0,1,15,20,0,0,0,0,5,15,0,1,0,0,12659606,0,1
0,1,0,14,79,58,0,1,0,7,0,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,12589815,0,1
0,0,0,14,47,26,1,1,0,6,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,0,6,1,1,1,0,12102372,0,1
0,0,0,13,66,46,0,2,1,7,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11926447,0,1
0,1,0,20,70,43,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,1,0,0,0,0,0,11878965,0,1
0,0,0,25,53,21,1,2,1,5,0,4,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,7,0,1,0,1,0,10406506,0,1
0,0,0,12,43,24,0,2,1,5,2,2,0,0,0,0,0,0,0,2,0,2,6,13,1,0,0,0,3,0,1,0,1,0,10378438,0,1
0,0,0,9,47,31,0,1,0,7,0,3,0,0,0,0,0,0,0,5,0,5,0,2,0,0,0,0,10,0,5,0,5,0,10217597,0,1
0,0,0,28,80,45,1,2,2,7,0,1,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,12,0,0,0,0,0,9645690,0,1
1,0,0,10,47,29,0,2,1,5,0,1,0,0,0,0,0,0,0,1,0,1,4,9,0,0,0,0,9,0,1,0,1,0,9347747,0,1
1,0,0,19,58,31,0,2,0,8,0,0,0,0,0,2,1,0,0,1,0,1,27,39,1,0,0,0,12,0,0,0,1,0,9011956,0,1
0,0,0,14,22,1,0,1,0,3,0,1,0,0,0,0,0,0,0,2,2,0,3,6,0,0,0,0,27,0,2,0,0,0,8618580,0,1
0,0,0,15,53,31,0,2,1,7,0,3,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,5,1,0,1,1,0,8265552,0,1
0,0,0,15,54,32,0,2,1,6,0,5,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,5,1,0,1,1,0,8265552,0,1
0,0,0,35,43,1,1,3,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7555412,0,1
0,0,0,28,234,199,0,3,2,7,0,8,29,0,0,8,1,0,0,2,0,2,8,12,3,0,0,0,55,1,2,0,0,0,7118253,0,1
1,0,0,18,27,1,0,3,0,3,0,0,0,0,0,0,1,0,0,2,2,0,34,57,6,0,0,0,182,0,0,0,0,0,6880903,0,1
1,0,0,18,27,1,0,3,0,3,0,0,0,0,0,0,1,0,0,2,2,0,34,57,4,0,0,0,182,0,0,0,0,0,6871965,0,1
0,0,0,18,38,13,0,2,1,4,0,1,0,0,0,0,1,0,0,0,0,0,10,12,1,0,0,0,8,0,0,0,0,0,6579433,0,1
0,0,0,10,29,12,0,1,0,5,0,0,0,0,0,0,0,0,0,4,1,3,2,10,1,0,0,0,38,43,1,2,3,0,5826421,0,1
0,0,0,10,46,29,0,2,1,6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,5790455,0,1
0,1,0,19,125,99,0,3,2,7,0,5,4,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,5753735,0,1
0,0,0,33,41,1,0,3,0,3,0,0,0,0,0,0,0,0,0,2,1,1,40,53,3,0,0,0,83,0,1,0,0,0,5440313,0,1
1,0,0,16,87,63,1,1,1,4,0,6,6,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,5306755,0,1
0,0,0,13,42,22,0,1,1,3,0,1,2,0,0,0,0,0,0,3,1,2,8,14,1,0,0,0,932,8,1,0,1,0,5202123,0,1
0,0,0,14,63,42,0,2,1,7,0,4,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,5,1,0,1,1,0,4558899,0,1
1,0,0,11,99,80,0,1,2,4,0,3,4,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,7,0,0,1,1,0,4114523,0,1
